book_id,title,author,description,genres,avg_rating,num_ratings,tags,combined_text
6316,The Anti-Christ,"Friedrich Nietzsche, H.L. Mencken",<no description>,Classics,3.91,10332,Psychology Classics Philosophy History Non-Fiction,"the anti-christ friedrich nietzsche, h.l. mencken classics psychology classics philosophy history non-fiction <no description>"
6317,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,<no description>,Non-Fiction,4.38,12737,History Non-Fiction Crime Biography,the looming tower: al-qaeda and the road to 9/11 lawrence wright non-fiction history non-fiction crime biography <no description>
6318,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,<no description>,Science Fiction,3.7,17892,Romance Science Fiction Classics Fantasy Mystery,the cat who walks through walls (the world as myth) robert a. heinlein science fiction romance science fiction classics fantasy mystery <no description>
6319,Shattered,"K.R. Dwyer, Dean Koontz",<no description>,Horror,3.87,17224,Thriller Science Fiction Fantasy Crime Horror Mystery,"shattered k.r. dwyer, dean koontz horror thriller science fiction fantasy crime horror mystery <no description>"
6320,Hollywood,Charles Bukowski,<no description>,Classics,3.78,12923,Poetry Classics History Non-Fiction Biography,hollywood charles bukowski classics poetry classics history non-fiction biography <no description>
6321,"Dexter By Design (Dexter, #4)",Jeff Lindsay,<no description>,Mystery,3.72,16086,Thriller Mystery Horror Crime,"dexter by design (dexter, #4) jeff lindsay mystery thriller mystery horror crime <no description>"
6322,A Son of the Circus,John Irving,<no description>,Mystery,3.61,14878,Classics Mystery Non-Fiction,a son of the circus john irving mystery classics mystery non-fiction <no description>
6323,Apt Pupil,Stephen King,<no description>,Horror,3.83,17198,Thriller Psychology Science Fiction Historical Classics Fantasy Crime Horror Mystery,apt pupil stephen king horror thriller psychology science fiction historical classics fantasy crime horror mystery <no description>
6324,"Morning, Noon & Night",Sidney Sheldon,<no description>,Thriller,3.62,12679,Thriller Romance Young Adult Crime Mystery,"morning, noon & night sidney sheldon thriller thriller romance young adult crime mystery <no description>"
6325,"Memory in Death (In Death, #22)",J.D. Robb,<no description>,Mystery,4.31,19613,Romance Thriller Science Fiction Fantasy Crime Mystery,"memory in death (in death, #22) j.d. robb mystery romance thriller science fiction fantasy crime mystery <no description>"
6326,The Waves,Virginia Woolf,<no description>,Classics,4.14,15965,Classics Poetry,the waves virginia woolf classics classics poetry <no description>
6327,The Nine: Inside the Secret World of the Supreme Court,Jeffrey Toobin,<no description>,Non-Fiction,4.06,12426,History Non-Fiction Biography,the nine: inside the secret world of the supreme court jeffrey toobin non-fiction history non-fiction biography <no description>
6328,The Violets of March,Sarah Jio,<no description>,Historical,3.8,17379,Romance History Mystery Historical,the violets of march sarah jio historical romance history mystery historical <no description>
6329,Please Look After Mom,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",<no description>,Mystery,3.76,12130,Mystery,"please look after mom kyung-sook shin, 신경숙, chi-young kim mystery mystery <no description>"
6330,"The Shining Ones (The Tamuli, #2)",David Eddings,<no description>,Fantasy,3.95,19083,Fantasy Science Fiction Young Adult,"the shining ones (the tamuli, #2) david eddings fantasy fantasy science fiction young adult <no description>"
6331,House of M,"Brian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic",<no description>,Comics,3.97,14960,Science Fiction Graphic Novels Comics Fantasy Young Adult,"house of m brian michael bendis, olivier coipel, tim townsend, rick magyar, john dell, scott hanna, frank d'armata, chris eliopoulos, james taveras, omar otieku, tom valente, esad ribic comics science fiction graphic novels comics fantasy young adult <no description>"
6332,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",Heather Brewer,<no description>,Young Adult,4.24,17579,Romance Thriller Science Fiction Young Adult Fantasy Horror Mystery,"tenth grade bleeds (the chronicles of vladimir tod, #3) heather brewer young adult romance thriller science fiction young adult fantasy horror mystery <no description>"
6333,Trinity,Leon Uris,<no description>,Historical,4.23,16056,Romance Thriller Historical Classics History,trinity leon uris historical romance thriller historical classics history <no description>
6334,The Cat in the Hat Comes Back,Dr. Seuss,<no description>,Children,3.83,22229,Children Poetry Classics Fantasy Young Adult,the cat in the hat comes back dr. seuss children children poetry classics fantasy young adult <no description>
6335,Oscar and Lucinda,Peter Carey,<no description>,Historical,3.72,15139,Romance History Classics Historical,oscar and lucinda peter carey historical romance history classics historical <no description>
6336,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",Alexander McCall Smith,<no description>,Mystery,4.06,18329,Mystery Crime,"the good husband of zebra drive (no. 1 ladies' detective agency, #8) alexander mccall smith mystery mystery crime <no description>"
6337,Up from Slavery,"Booker T. Washington, Ishmael Reed",<no description>,History,4.09,15038,Classics Philosophy History Non-Fiction Biography,"up from slavery booker t. washington, ishmael reed history classics philosophy history non-fiction biography <no description>"
6338,"The Secret Servant (Gabriel Allon, #7)",Daniel Silva,<no description>,Thriller,4.25,14335,Thriller Mystery Crime,"the secret servant (gabriel allon, #7) daniel silva thriller thriller mystery crime <no description>"
6339,"Hearts in Darkness (Hearts in Darkness, #1)",Laura Kaye,<no description>,Romance,3.86,20939,Romance,"hearts in darkness (hearts in darkness, #1) laura kaye romance romance <no description>"
6340,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,<no description>,Science Fiction,4.13,16756,Romance Fantasy Science Fiction,"shards of honour  (vorkosigan saga, #1) lois mcmaster bujold science fiction romance fantasy science fiction <no description>"
6341,"Asterix the Gaul (Asterix, #1)","René Goscinny, Albert Uderzo, Anthea Bell, Derek Hockridge",<no description>,Comics,4.18,16011,Children Historical Graphic Novels Comics Classics Fantasy Young Adult History,"asterix the gaul (asterix, #1) rené goscinny, albert uderzo, anthea bell, derek hockridge comics children historical graphic novels comics classics fantasy young adult history <no description>"
6342,"A Light in the Window (Mitford Years, #2)",Jan Karon,<no description>,Romance,4.23,17083,Romance Mystery,"a light in the window (mitford years, #2) jan karon romance romance mystery <no description>"
6343,"The Forever of Ella and Micha (The Secret, #2)",Jessica Sorensen,<no description>,Romance,4.1,24776,Romance Young Adult,"the forever of ella and micha (the secret, #2) jessica sorensen romance romance young adult <no description>"
6344,"Say Goodbye (Quincy & Rainie, #6)",Lisa Gardner,<no description>,Mystery,4.12,16057,Thriller Mystery Crime Romance,"say goodbye (quincy & rainie, #6) lisa gardner mystery thriller mystery crime romance <no description>"
6345,Scuffy the Tugboat (Big Little Golden Book),Gertrude Crampton,<no description>,Children,4.11,17186,Classics Fantasy Children,scuffy the tugboat (big little golden book) gertrude crampton children classics fantasy children <no description>
6346,"Dawn (Warriors: The New Prophecy, #3)",Erin Hunter,<no description>,Fantasy,4.31,19824,Romance Fantasy Young Adult Children,"dawn (warriors: the new prophecy, #3) erin hunter fantasy romance fantasy young adult children <no description>"
6347,Just Me and My Dad (Little Critter),Mercer Mayer,<no description>,Children,4.19,16315,Classics Children,just me and my dad (little critter) mercer mayer children classics children <no description>
6348,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,<no description>,Non-Fiction,4.03,15816,Psychology Classics Business Philosophy Self Help Non-Fiction Biography,all i really need to know i learned in kindergarten robert fulghum non-fiction psychology classics business philosophy self help non-fiction biography <no description>
6349,Temple,Matthew Reilly,<no description>,Thriller,4.04,14961,Thriller Science Fiction Historical Fantasy Horror Mystery,temple matthew reilly thriller thriller science fiction historical fantasy horror mystery <no description>
6350,"Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)","Dave Barry, Ridley Pearson, Greg Call",<no description>,Fantasy,4.16,18570,Historical Children Classics Fantasy Young Adult Mystery,"peter and the secret of rundoon (peter and the starcatchers, #3) dave barry, ridley pearson, greg call fantasy historical children classics fantasy young adult mystery <no description>"
6351,Holy Cow: An Indian Adventure,Sarah Macdonald,<no description>,Travel,3.51,13627,Travel Non-Fiction Biography,holy cow: an indian adventure sarah macdonald travel travel non-fiction biography <no description>
6352,"Last to Die (Rizzoli & Isles, #10)",Tess Gerritsen,<no description>,Mystery,4.1,16036,Thriller Mystery Crime,"last to die (rizzoli & isles, #10) tess gerritsen mystery thriller mystery crime <no description>"
6353,Kraken,China Miéville,<no description>,Fantasy,3.6,16078,Thriller Science Fiction Fantasy Horror Crime Mystery,kraken china miéville fantasy thriller science fiction fantasy horror crime mystery <no description>
6354,The Wall,Jean-Paul Sartre,<no description>,Philosophy,4.07,12180,Philosophy Psychology Classics Non-Fiction,the wall jean-paul sartre philosophy philosophy psychology classics non-fiction <no description>
6355,The House We Grew Up In,Lisa Jewell,<no description>,Mystery,3.88,11546,Mystery,the house we grew up in lisa jewell mystery mystery <no description>
6356,"A Dance with Dragons: Dreams and Dust (A Song of Ice and Fire #5, Part 1 of 2)",George R.R. Martin,<no description>,Fantasy,4.32,11636,Fantasy Science Fiction Historical,"a dance with dragons: dreams and dust (a song of ice and fire #5, part 1 of 2) george r.r. martin fantasy fantasy science fiction historical <no description>"
6357,"Full Black (Scot Harvath, #10)",Brad Thor,<no description>,Thriller,4.26,13240,Thriller Mystery,"full black (scot harvath, #10) brad thor thriller thriller mystery <no description>"
6358,The Sisterhood,Helen Bryan,<no description>,Historical,3.75,7967,Romance Thriller Historical Travel History Mystery,the sisterhood helen bryan historical romance thriller historical travel history mystery <no description>
6359,"Five on a Treasure Island (Famous Five, #1)",Enid Blyton,<no description>,Children,4.06,15877,Children Classics Young Adult Crime Mystery,"five on a treasure island (famous five, #1) enid blyton children children classics young adult crime mystery <no description>"
6360,Summer People,Elin Hilderbrand,<no description>,Romance,3.93,14369,Romance,summer people elin hilderbrand romance romance <no description>
6361,There's Treasure Everywhere: A Calvin and Hobbes Collection,Bill Watterson,<no description>,Comics,4.74,16766,Children Graphic Novels Comics Classics Fantasy Young Adult Philosophy Non-Fiction,there's treasure everywhere: a calvin and hobbes collection bill watterson comics children graphic novels comics classics fantasy young adult philosophy non-fiction <no description>
6362,"Boys Over Flowers: Hana Yori Dango, Vol. 1 (Boys Over Flowers, #1)","Yoko Kamio, 神尾葉子",<no description>,Romance,4.12,14295,Romance Graphic Novels Comics Classics Young Adult,"boys over flowers: hana yori dango, vol. 1 (boys over flowers, #1) yoko kamio, 神尾葉子 romance romance graphic novels comics classics young adult <no description>"
6363,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,<no description>,Business,3.83,18464,Psychology Business History Non-Fiction Biography,"in the plex: how google thinks, works, and shapes our lives steven levy business psychology business history non-fiction biography <no description>"
6364,When We Were Orphans,Kazuo Ishiguro,<no description>,Historical,3.45,13886,Historical Classics Travel Crime History Mystery,when we were orphans kazuo ishiguro historical historical classics travel crime history mystery <no description>
6365,"Price of a Kiss (Forbidden Men, #1)",Linda Kage,<no description>,Romance,4.1,25625,Romance Young Adult,"price of a kiss (forbidden men, #1) linda kage romance romance young adult <no description>"
6366,Stitches,David Small,<no description>,Graphic Novels,4.03,17589,Graphic Novels Comics Young Adult Horror Non-Fiction Biography,stitches david small graphic novels graphic novels comics young adult horror non-fiction biography <no description>
6367,The Last Nude,Ellis Avery,<no description>,Historical,3.77,13280,Romance History Non-Fiction Historical,the last nude ellis avery historical romance history non-fiction historical <no description>
6368,"Daja's Book (Circle of Magic, #3)",Tamora Pierce,<no description>,Fantasy,4.06,22695,Fantasy Young Adult Children,"daja's book (circle of magic, #3) tamora pierce fantasy fantasy young adult children <no description>"
6369,"All the Weyrs of Pern (Pern, #11)",Anne McCaffrey,<no description>,Science Fiction,4.15,18265,Fantasy Science Fiction Young Adult,"all the weyrs of pern (pern, #11) anne mccaffrey science fiction fantasy science fiction young adult <no description>"
6370,"Beautiful Sacrifice (The Maddox Brothers, #3)",Jamie McGuire,<no description>,Romance,4.08,21020,Romance Young Adult,"beautiful sacrifice (the maddox brothers, #3) jamie mcguire romance romance young adult <no description>"
6371,"Black Powder War (Temeraire, #3)",Naomi Novik,<no description>,Fantasy,3.9,18778,Science Fiction Historical Fantasy Young Adult History,"black powder war (temeraire, #3) naomi novik fantasy science fiction historical fantasy young adult history <no description>"
6372,"Heartbreaker (Buchanan-Renard, #1)",Julie Garwood,<no description>,Romance,4.02,19000,Romance Mystery Crime Thriller,"heartbreaker (buchanan-renard, #1) julie garwood romance romance mystery crime thriller <no description>"
6373,David Goes To School,David Shannon,<no description>,Children,4.16,15654,Children,david goes to school david shannon children children <no description>
6374,"Briar's Book (Circle of Magic, #4)",Tamora Pierce,<no description>,Fantasy,4.14,23152,Fantasy Young Adult Children,"briar's book (circle of magic, #4) tamora pierce fantasy fantasy young adult children <no description>"
6375,"The First Man in Rome (Masters of Rome, #1)",Colleen McCullough,<no description>,Historical,4.08,15362,Romance History Classics Historical,"the first man in rome (masters of rome, #1) colleen mccullough historical romance history classics historical <no description>"
6376,"Every Dead Thing (Charlie Parker, #1)",John Connolly,<no description>,Mystery,4.01,14390,Thriller Fantasy Horror Crime Mystery,"every dead thing (charlie parker, #1) john connolly mystery thriller fantasy horror crime mystery <no description>"
6377,"The Confessor (Gabriel Allon, #3)",Daniel Silva,<no description>,Thriller,4.14,13166,Thriller Mystery Crime Historical,"the confessor (gabriel allon, #3) daniel silva thriller thriller mystery crime historical <no description>"
6378,"The Wallflower, Vol. 1 (The Wallflower, #1)","Tomoko Hayakawa, David Ury",<no description>,Romance,4.15,16399,Romance Graphic Novels Comics Young Adult Horror,"the wallflower, vol. 1 (the wallflower, #1) tomoko hayakawa, david ury romance romance graphic novels comics young adult horror <no description>"
6379,Rise of the Governor (The Walking Dead #1),"Robert Kirkman, Jay Bonansinga",<no description>,Horror,3.9,13076,Thriller Science Fiction Graphic Novels Comics Fantasy Horror,"rise of the governor (the walking dead #1) robert kirkman, jay bonansinga horror thriller science fiction graphic novels comics fantasy horror <no description>"
6380,"The Thousand Orcs (Forgotten Realms: Hunter's Blades, #1; Legend of Drizzt, #14)",R.A. Salvatore,<no description>,Fantasy,4.08,14329,Fantasy Science Fiction,"the thousand orcs (forgotten realms: hunter's blades, #1; legend of drizzt, #14) r.a. salvatore fantasy fantasy science fiction <no description>"
6381,Miller's Valley,Anna Quindlen,<no description>,Historical,3.89,12391,Young Adult Historical,miller's valley anna quindlen historical young adult historical <no description>
6382,The Painted Bird,Jerzy Kosiński,<no description>,Historical,3.94,14284,Historical Classics History Horror Non-Fiction,the painted bird jerzy kosiński historical historical classics history horror non-fiction <no description>
6383,The Glass Lake,Maeve Binchy,<no description>,Romance,3.89,16073,Romance Mystery Classics Historical,the glass lake maeve binchy romance romance mystery classics historical <no description>
6384,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,<no description>,Psychology,4.12,13282,Psychology Business Philosophy History Self Help Non-Fiction,the happiness hypothesis: finding modern truth in ancient wisdom jonathan haidt psychology psychology business philosophy history self help non-fiction <no description>
6385,The Masque of the Red Death,Edgar Allan Poe,<no description>,Classics,4.08,17728,Thriller Historical Poetry Classics Fantasy Horror Mystery,the masque of the red death edgar allan poe classics thriller historical poetry classics fantasy horror mystery <no description>
6386,The Evolutionary Void,Peter F. Hamilton,<no description>,Science Fiction,4.25,13440,Fantasy Science Fiction,the evolutionary void peter f. hamilton science fiction fantasy science fiction <no description>
6387,"The Forbidden Game (The Forbidden Game, #1-3)",L.J. Smith,<no description>,Young Adult,4.19,18443,Romance Thriller Science Fiction Young Adult Fantasy Horror Mystery,"the forbidden game (the forbidden game, #1-3) l.j. smith young adult romance thriller science fiction young adult fantasy horror mystery <no description>"
6388,Perfect You,Elizabeth Scott,<no description>,Young Adult,3.7,20858,Romance Young Adult,perfect you elizabeth scott young adult romance young adult <no description>
6389,Jazz,Toni Morrison,<no description>,Historical,3.78,14853,Classics History Historical,jazz toni morrison historical classics history historical <no description>
6390,The Te of Piglet,Benjamin Hoff,<no description>,Philosophy,3.81,13325,Psychology Children Classics Young Adult Philosophy Self Help Non-Fiction,the te of piglet benjamin hoff philosophy psychology children classics young adult philosophy self help non-fiction <no description>
6391,"You're the One That I Want (Gossip Girl, #6)",Cecily von Ziegesar,<no description>,Young Adult,3.71,16643,Romance Young Adult,"you're the one that i want (gossip girl, #6) cecily von ziegesar young adult romance young adult <no description>"
6392,The Twelve Chairs,"Ilya Ilf, Eugene Petrov, Maurice Friedberg, John H.C. Richardson",<no description>,Classics,4.42,13688,Historical Classics Crime History Mystery,"the twelve chairs ilya ilf, eugene petrov, maurice friedberg, john h.c. richardson classics historical classics crime history mystery <no description>"
6393,"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)","Jack Canfield, Mark Victor Hansen, Kimberly Kirberger",<no description>,Non-Fiction,3.91,14722,Romance Psychology Children Poetry Young Adult Self Help Non-Fiction Biography,"chicken soup for the teenage soul: 101 stories of life, love and learning (chicken soup for the soul) jack canfield, mark victor hansen, kimberly kirberger non-fiction romance psychology children poetry young adult self help non-fiction biography <no description>"
6394,The Fever,Megan Abbott,<no description>,Young Adult,3.12,14775,Thriller Young Adult Horror Crime Mystery,the fever megan abbott young adult thriller young adult horror crime mystery <no description>
6395,The Very Quiet Cricket,Eric Carle,<no description>,Children,4.07,17016,Classics Children,the very quiet cricket eric carle children classics children <no description>
6396,"The Naming (The Books of Pellinor, #1)",Alison Croggon,<no description>,Fantasy,4.0,19214,Romance Fantasy Science Fiction Young Adult,"the naming (the books of pellinor, #1) alison croggon fantasy romance fantasy science fiction young adult <no description>"
6397,"Something from the Nightside (Nightside, #1)",Simon R. Green,<no description>,Fantasy,3.77,19206,Thriller Science Fiction Fantasy Horror Young Adult Crime Mystery,"something from the nightside (nightside, #1) simon r. green fantasy thriller science fiction fantasy horror young adult crime mystery <no description>"
6398,The Millionaire Mind,Thomas J. Stanley,<no description>,Business,4.15,14795,Business Psychology Self Help Non-Fiction,the millionaire mind thomas j. stanley business business psychology self help non-fiction <no description>
6399,The Stars Shine Down,Sidney Sheldon,<no description>,Thriller,3.65,12874,Thriller Romance Classics Young Adult Crime Mystery,the stars shine down sidney sheldon thriller thriller romance classics young adult crime mystery <no description>
6400,The Beatles Anthology,"The Beatles, Paul McCartney, Ringo Starr, John Lennon, George Harrison",<no description>,Non-Fiction,4.38,12474,History Non-Fiction Biography,"the beatles anthology the beatles, paul mccartney, ringo starr, john lennon, george harrison non-fiction history non-fiction biography <no description>"
6401,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,"Christopher  Ryan, Cacilda Jethá",<no description>,Non-Fiction,4.02,12521,Romance Psychology Philosophy History Self Help Non-Fiction,"sex at dawn: the prehistoric origins of modern sexuality christopher  ryan, cacilda jethá non-fiction romance psychology philosophy history self help non-fiction <no description>"
6402,"You Know You Love Me (Gossip Girl, #2)",Cecily von Ziegesar,<no description>,Romance,3.53,18052,Romance Young Adult,"you know you love me (gossip girl, #2) cecily von ziegesar romance romance young adult <no description>"
6403,Night World: The Ultimate Fan Guide,"Annette Pollert, L.J. Smith",<no description>,Young Adult,4.36,13626,Romance Young Adult Fantasy Non-Fiction,"night world: the ultimate fan guide annette pollert, l.j. smith young adult romance young adult fantasy non-fiction <no description>"
6404,A Chair for My Mother,Vera B. Williams,<no description>,Children,4.2,19919,Classics Historical Children,a chair for my mother vera b. williams children classics historical children <no description>
6405,The Crow Road,Iain Banks,<no description>,Mystery,4.07,14365,Thriller Science Fiction Classics Crime Mystery,the crow road iain banks mystery thriller science fiction classics crime mystery <no description>
6406,The Book of Joe,Jonathan Tropper,<no description>,Romance,3.95,13064,Romance,the book of joe jonathan tropper romance romance <no description>
6407,Dragonlance Chronicles (Dragonlance #1-3),"Margaret Weis, Tracy Hickman",<no description>,Fantasy,4.21,13553,Romance Science Fiction Classics Fantasy Young Adult,"dragonlance chronicles (dragonlance #1-3) margaret weis, tracy hickman fantasy romance science fiction classics fantasy young adult <no description>"
6408,"Beauty Pop, Vol. 1 (Beauty Pop, #1)",Kiyoko Arai,<no description>,Romance,4.15,16223,Romance Graphic Novels Young Adult Comics,"beauty pop, vol. 1 (beauty pop, #1) kiyoko arai romance romance graphic novels young adult comics <no description>"
6409,From Head to Toe,Eric Carle,<no description>,Children,4.18,16074,Classics Children,from head to toe eric carle children classics children <no description>
6410,Boy Meets Girl: Say Hello to Courtship,Joshua Harris,<no description>,Non-Fiction,3.78,13868,Romance Psychology Young Adult Philosophy Self Help Non-Fiction Biography,boy meets girl: say hello to courtship joshua harris non-fiction romance psychology young adult philosophy self help non-fiction biography <no description>
6411,"Fables, Vol. 6: Homelands","Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",<no description>,Graphic Novels,4.3,18893,Graphic Novels Fantasy Mystery,"fables, vol. 6: homelands bill willingham, mark buckingham, david hahn, steve leialoha graphic novels graphic novels fantasy mystery <no description>"
6412,"Reasonable Doubt: Volume 1 (Reasonable Doubt, #1)",Whitney G.,<no description>,Romance,4.13,25788,Romance,"reasonable doubt: volume 1 (reasonable doubt, #1) whitney g. romance romance <no description>"
6413,"Home (Gilead, #2)",Marilynne Robinson,<no description>,Historical,3.97,13851,Classics Historical,"home (gilead, #2) marilynne robinson historical classics historical <no description>"
6414,For the Love: Fighting for Grace in a World of Impossible Standards,Jen Hatmaker,<no description>,Non-Fiction,4.1,16200,Self Help Non-Fiction Biography,for the love: fighting for grace in a world of impossible standards jen hatmaker non-fiction self help non-fiction biography <no description>
6415,"The Game Changer (The Perfect Game, #2)",J. Sterling,<no description>,Romance,4.11,23295,Romance Young Adult,"the game changer (the perfect game, #2) j. sterling romance romance young adult <no description>"
6416,"Sweet Filthy Boy (Wild Seasons, #1)",Christina Lauren,<no description>,Romance,4.16,25337,Romance Young Adult,"sweet filthy boy (wild seasons, #1) christina lauren romance romance young adult <no description>"
6417,The Winter's Tale,William Shakespeare,<no description>,Classics,3.69,15385,Classics Poetry Fantasy Romance,the winter's tale william shakespeare classics classics poetry fantasy romance <no description>
6418,The Temporal Void,Peter F. Hamilton,<no description>,Science Fiction,4.24,13478,Fantasy Science Fiction,the temporal void peter f. hamilton science fiction fantasy science fiction <no description>
6419,"Sex Criminals, Vol. 1: One Weird Trick","Matt Fraction, Chip Zdarsky",<no description>,Graphic Novels,3.99,22017,Romance Science Fiction Graphic Novels Fantasy Crime Mystery,"sex criminals, vol. 1: one weird trick matt fraction, chip zdarsky graphic novels romance science fiction graphic novels fantasy crime mystery <no description>"
6420,"The Rising: Antichrist is Born  (Before They Were Left Behind, #1)","Tim LaHaye, Jerry B. Jenkins",<no description>,Fantasy,4.18,13412,Thriller Romance Science Fiction Fantasy Mystery,"the rising: antichrist is born  (before they were left behind, #1) tim lahaye, jerry b. jenkins fantasy thriller romance science fiction fantasy mystery <no description>"
6421,"Teardrop (Teardrop, #1)",Lauren Kate,<no description>,Fantasy,3.65,18998,Romance Fantasy Mystery Young Adult,"teardrop (teardrop, #1) lauren kate fantasy romance fantasy mystery young adult <no description>"
6422,"The Scarpetta Factor (Kay Scarpetta, #17)",Patricia Cornwell,<no description>,Mystery,3.67,16388,Thriller Mystery Crime,"the scarpetta factor (kay scarpetta, #17) patricia cornwell mystery thriller mystery crime <no description>"
6423,"The Winner's Kiss (The Winner's Trilogy, #3)",Marie Rutkoski,<no description>,Fantasy,4.29,23125,Romance Fantasy Young Adult Historical,"the winner's kiss (the winner's trilogy, #3) marie rutkoski fantasy romance fantasy young adult historical <no description>"
6424,"Bad Things (Tristan & Danika, #1)",R.K. Lilley,<no description>,Romance,4.33,27420,Romance,"bad things (tristan & danika, #1) r.k. lilley romance romance <no description>"
6425,"Here be Dragons (Welsh Princes, #1)",Sharon Kay Penman,<no description>,Historical,4.3,16205,Romance History Fantasy Historical,"here be dragons (welsh princes, #1) sharon kay penman historical romance history fantasy historical <no description>"
6426,Loving What Is: Four Questions That Can Change Your Life,"Byron Katie, Stephen Mitchell",<no description>,Self Help,4.15,12568,Philosophy Psychology Self Help Non-Fiction,"loving what is: four questions that can change your life byron katie, stephen mitchell self help philosophy psychology self help non-fiction <no description>"
6427,The Whipping Boy,"Sid Fleischman, Peter Sís",<no description>,Historical,3.54,18090,Children Historical Classics Fantasy Young Adult History,"the whipping boy sid fleischman, peter sís historical children historical classics fantasy young adult history <no description>"
6428,"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)","J.K. Rowling, MinaLima",<no description>,Fantasy,4.22,16285,Fantasy Young Adult Children,"short stories from hogwarts of heroism, hardship and dangerous hobbies (pottermore presents, #1) j.k. rowling, minalima fantasy fantasy young adult children <no description>"
6429,Nancy Drew: #1-64,Carolyn Keene,<no description>,Mystery,4.19,16743,Children Classics Young Adult Crime Mystery,nancy drew: #1-64 carolyn keene mystery children classics young adult crime mystery <no description>
6430,Pygmalion and Three Other Plays,"George Bernard Shaw, John A. Bertolini",<no description>,Classics,4.01,16568,Classics Poetry Non-Fiction Historical,"pygmalion and three other plays george bernard shaw, john a. bertolini classics classics poetry non-fiction historical <no description>"
6431,"Path of Destruction (Star Wars: Darth Bane, #1)",Drew Karpyshyn,<no description>,Science Fiction,4.25,13197,Fantasy Science Fiction Young Adult,"path of destruction (star wars: darth bane, #1) drew karpyshyn science fiction fantasy science fiction young adult <no description>"
6432,Miramont's Ghost,Elizabeth  Hall,<no description>,Historical,3.34,14295,Thriller Historical Fantasy History Horror Mystery,miramont's ghost elizabeth  hall historical thriller historical fantasy history horror mystery <no description>
6433,"Storm (Elemental, #1)",Brigid Kemmerer,<no description>,Young Adult,3.96,21281,Romance Science Fiction Young Adult Fantasy Mystery,"storm (elemental, #1) brigid kemmerer young adult romance science fiction young adult fantasy mystery <no description>"
6434,"The Last Little Blue Envelope (Little Blue Envelope, #2)",Maureen Johnson,<no description>,Young Adult,3.86,19275,Romance Young Adult Mystery Travel,"the last little blue envelope (little blue envelope, #2) maureen johnson young adult romance young adult mystery travel <no description>"
6435,The Making of the Atomic Bomb,Richard Rhodes,<no description>,History,4.32,12201,Classics History Non-Fiction Biography,the making of the atomic bomb richard rhodes history classics history non-fiction biography <no description>
6436,Minding Frankie,Maeve Binchy,<no description>,Romance,3.78,15606,Romance,minding frankie maeve binchy romance romance <no description>
6437,Unveiled: Tamar (Lineage of Grace #1),Francine Rivers,<no description>,Historical,4.26,14441,Romance Historical Young Adult History Biography,unveiled: tamar (lineage of grace #1) francine rivers historical romance historical young adult history biography <no description>
6438,"Angels in America, Part Two: Perestroika",Tony Kushner,<no description>,Classics,4.26,16498,Poetry Classics Fantasy History Non-Fiction,"angels in america, part two: perestroika tony kushner classics poetry classics fantasy history non-fiction <no description>"
6439,The Third Twin,Ken Follett,<no description>,Thriller,3.64,14499,Thriller Romance Science Fiction Historical Crime Mystery,the third twin ken follett thriller thriller romance science fiction historical crime mystery <no description>
6440,"The Butlerian Jihad (Legends of Dune, #1)","Brian Herbert, Kevin J. Anderson",<no description>,Science Fiction,3.57,14868,Classics Fantasy Science Fiction,"the butlerian jihad (legends of dune, #1) brian herbert, kevin j. anderson science fiction classics fantasy science fiction <no description>"
6441,The 80/20 Principle: The Secret to Achieving More with Less,Richard Koch,<no description>,Business,3.99,13241,Psychology Business Philosophy Self Help Non-Fiction,the 80/20 principle: the secret to achieving more with less richard koch business psychology business philosophy self help non-fiction <no description>
6442,The Complete Poetry and Prose,"William Blake, David V. Erdman, Harold Bloom",<no description>,Poetry,4.23,14157,Romance Poetry Classics Philosophy Non-Fiction,"the complete poetry and prose william blake, david v. erdman, harold bloom poetry romance poetry classics philosophy non-fiction <no description>"
6443,Nutshell,Ian McEwan,<no description>,Mystery,3.71,10904,Thriller Mystery Crime,nutshell ian mcewan mystery thriller mystery crime <no description>
